,,,,,,,,,,,
Gerencia,Cadena,Plu,Nombre Plu,Subl,Sublinea,Subcat,Subcategoria,Marc,Marca,Clase Marca,Estrategia
Gran Consumo,Éxito,3295561,Galletas Cremadas Fresa,93,GALLETAS Y HARINAS,1631,GALLETAS CREMADAS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3298214,Queso Parmesano,83,DERIVADOS LACTEOS,2570,RALLADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3299409,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3299410,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3299411,Alimento Perro Adulto,401,MASCOTAS,820,ALIMENTOS PERROS,33444,PUK?,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3300670,Pan Tajado Blanco,81,PANADERIA INUSTRI.Y REPOSTERIA,1910,PAN TAJADO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310407,Azúcar Blanco Especial,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310410,Azúcar Blanco Especial,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310412,Azúcar Morena,90,GRANOS,7130,AZUCAR MORENA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3310418,Azúcar Morena,90,GRANOS,7130,AZUCAR MORENA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3318957,Salsa BBQ,402,SALSAS Y CONDIMENTOS,3525,SALSAS BBQ,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3320441,Lomo de Atún en Aceite Tripack,94,ENLATADOS,2120,ATUNES EN ACEITE,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3322065,Pan Súper Perro con Ajonjolí,81,PANADERIA INUSTRI.Y REPOSTERIA,1920,PAN PERRO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3325409,Shampoo de Bebé,96,CUIDADO CAPILAR Y ACCESORIOS,1340,SHAMPOO BEBES NINOS,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3326788,Leche Semid Deslact UHT Paquet,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326790,Leche Semid Deslact UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326792,Leche Entera UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326794,Leche Entera UHT Paquete,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326796,Leche Entera UHT Max,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326797,Leche Semid Deslact UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326798,Leche Semid Deslact UHT Paquet,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326799,Leche Entera UHT,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326800,Leche Entera UHT Paquete Max,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3326801,Leche Entera UHT Paquete,83,DERIVADOS LACTEOS,1385,LECHE LIQUIDA UHT BOLSA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3327580,Crema Cocoa & Karite,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3327581,Crema Aloe Vera,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3327582,Crema Almendras,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3327584,Crema Para Bebé,406,CUIDADO CORPORAL,1350,CREMAS HUMECTANTES BEBE,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3330627,Aceite De Oliva Virgen Extra,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3330630,Aceite de Oliva Extra Virgen,403,ACEITES COMESTIBLES,7815,ACEITE OLIVA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3331366,Bocadillo Dulce En Hoja De Bij,402,SALSAS Y CONDIMENTOS,6760,BOCADILLOS,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3331394,Queso Tipo Sanduche,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3333297,Shampoo Acai Y Romero,96,CUIDADO CAPILAR Y ACCESORIOS,1310,SHAMPOO 1 EN 1,36839,ALGABO MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3333758,Crema Corporal Lubricante,406,CUIDADO CORPORAL,1310,CREMAS HUMECTANTES,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3336532,Maicitos Dulces Enlatados,94,ENLATADOS,1525,MAICES CONSERVA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3343468,Lavaloza Ekono Limon,405,LIMPIADORES E IMPLEMENTOS ASEO,4510,LAVALOZA CREMAS/GEL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3344695,Granola,93,GALLETAS Y HARINAS,4410,GRANOLAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3344697,Granola Coco,93,GALLETAS Y HARINAS,4410,GRANOLAS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3354234,Esparcible,83,DERIVADOS LACTEOS,2041,MARGARINA O ESPARCIBLE DE MESA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3355096,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3355098,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3355100,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3373213,Torta Negra Lonchera,81,PANADERIA INUSTRI.Y REPOSTERIA,5536,TAJADAS SIN CUBIERTA,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3382405,Papel Higienico 4 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3397990,Azucar Blanco,90,GRANOS,7120,AZUCAR BLANCO ESPECIAL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3400652,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3400653,Aceite de Girasol,403,ACEITES COMESTIBLES,7825,ACEITE GIRASOL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3403501,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3403502,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3403530,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3403551,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3403552,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3403555,Suavizante Aroma Floral,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3436274,Aceite De Aguacate,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,50000,TAEQ,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3453139,Galletas Saladas x 3 Tacos,93,GALLETAS Y HARINAS,2021,CRACKERS TRADICIONAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3454318,Chocolate Clavos Y Canela,92,BEBIDAS CALIENT/Y ALMT.NATURIS,6050,CHOCOLATES ALINADOS DULCE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3462328,Bolsa De Basura Blanca,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3462329,Bolsa De Basura Negra,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3462330,Bolsa De Basura Verde,404,DESECHABLES Y AEROSOLES,5030,BOLSA BASURA RESIDENCIAL,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3475406,Arepa Tela,83,DERIVADOS LACTEOS,4080,AREPAS BLANCAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3479458,Queso Mozzarella Tajado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3491790,Detergente Liquido Floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3507566,Galletas Saladas,93,GALLETAS Y HARINAS,2021,CRACKERS TRADICIONAL,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3511293,Detergente liquido floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3511294,Detergente liquido floral,97,CUIDADO ROPA,1011,DETERGENTES LIQUIDOS,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3518647,Papel Higiénico X 12 Rollos,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3519268,Jabón Antibacterial Avena,406,CUIDADO CORPORAL,1221,JABON ANTIBACTERIALES/MEDICADO,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,403042,Agua Sin Gas,63,BEBIDAS LIQUIDAS NO ALCOHOLICA,6710,AGUA NORMAL,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,405927,PAPEL HIG BLANCO TRIPLE HOJA,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,425724,&SERVILLETA DOBLADA,67,PAPELES Y ABSORBENTES,7510,SERVILLETAS NORMALES,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,426831,GUANTES DOMESTICOS TALLA 8,405,LIMPIADORES E IMPLEMENTOS ASEO,5811,GUANTES DOMESTICOS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,429306,Esponja Doble Uso 2Pack,405,LIMPIADORES E IMPLEMENTOS ASEO,4450,ESPUMAS Y PLASTICAS,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,438331,Cafe Molido,92,BEBIDAS CALIENT/Y ALMT.NATURIS,5610,CAFE MOLIDO,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,489509,Servilleta Blanca De Lujo,67,PAPELES Y ABSORBENTES,7520,SERVILLETAS LUJO,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,580153,PAPEL HIGIENICO,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,598300,Toalla Cocina Doble Hoj 1 Roll,67,PAPELES Y ABSORBENTES,2020,TOALLAS COCINA DESECHABLE,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,620120,Toallita Humeda con Aloe Vera,67,PAPELES Y ABSORBENTES,8540,TOALLITAS HUMEDAS BABY OTROS U,14401,PERSONAL CHOICE MARCA EXCLUSIV,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,894020,Vino Tinto,95,LICORES Y CIGARRILLOS,811,VINO TINTOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,894119,Vino Rosado,95,LICORES Y CIGARRILLOS,832,VINO ROSADOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,894139,Vino Blanco,95,LICORES Y CIGARRILLOS,821,VINO BLANCOS MESA,23535,CRUZARES MARCA EXCLUSIVA,MARCA EXCLUSIVA                                   ,Insuperables Marca Propia
Gran Consumo,Éxito,3298470,Queso Mozzarella Rallado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3506935,Aceite De Soya,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3506936,Aceite De Soya,403,ACEITES COMESTIBLES,7840,OTROS ACEITES,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3540220,Leche En Polvo Entera,69,MEZCLAS Y BEBIDAS EN POLVO,3210,LECHE EN POLVO ENTERA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3540222,Leche En Polvo Entera,69,MEZCLAS Y BEBIDAS EN POLVO,3210,LECHE EN POLVO ENTERA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3493914,Yogurt Griego Natural,83,DERIVADOS LACTEOS,1220,YOGURT TIPO GRIEGO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3298212,Queso Mozzarella Tajado,83,DERIVADOS LACTEOS,2575,MOZARELLA/DOBLECREMA,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3537862,Guantes Semi Industrial,405,LIMPIADORES E IMPLEMENTOS ASEO,5821,GUANTES INDUSTRIALES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3454319,Chocolate Tradicional,92,BEBIDAS CALIENT/Y ALMT.NATURIS,6020,CHOCOLATES DULCES,80000,EKONO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3305484,Harina de Trigo,93,GALLETAS Y HARINAS,4510,HARINA DE TRIGO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3585499,Yogurt Griego Natural,83,DERIVADOS LACTEOS,1220,YOGURT TIPO GRIEGO,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3511181,Lavaloza Liquido,405,LIMPIADORES E IMPLEMENTOS ASEO,4520,LAVALOZAS LIQUIDOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3588696,Suavizante Manzana,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3588697,Suavizante Manzana,97,CUIDADO ROPA,1210,SUAVIZANTES REGULAR,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,1762859,Papel Higienico Blanco Max,67,PAPELES Y ABSORBENTES,8020,PAPEL HIGIENICO RENDIDOR,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3259112,Atun Lomo Agua,94,ENLATADOS,2110,ATUNES EN AGUA,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3276488,Atun Lomitos En Aceite,94,ENLATADOS,2120,ATUNES EN ACEITE,17798,FRESCAMPO,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3618631,Leche Entera En Caja,83,DERIVADOS LACTEOS,1390,LECHE LIQUIDA UHT CAJA,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3623259,Limpia Pisos Bicarbonato,405,LIMPIADORES E IMPLEMENTOS ASEO,1928,LIMPIAPISOS EFICIENTES,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3623260,Limpia Pisos Citronela,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3623261,Limpia Pisos Lavanda,405,LIMPIADORES E IMPLEMENTOS ASEO,1910,LIMPIAPISOS AROMAT DESINFEC,24666,T/L/D TODOS LOS DIAS,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3564367,Conserva De Pescado En Salsa D,94,ENLATADOS,2735,OTROS PESCADOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3564368,Conserva De Pescado En Salsa D,94,ENLATADOS,2735,OTROS PESCADOS,20000,EXITO MARCA PROPIA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3633789,Conservas De Pescado,94,ENLATADOS,2735,OTROS PESCADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
Gran Consumo,Éxito,3633790,Conservas De Pescado,94,ENLATADOS,2735,OTROS PESCADOS,36937,CARULLA,MARCA PROPIA                                      ,Insuperables Marca Propia
